my_test9_test3_in_test7	P_6838	85.507	69	10	0	44	112	1	69	2.68e-37	122
my_test9_test3_in_test7	P_3100	78.873	71	15	0	44	114	411	481	3.63e-37	132
my_test9_test3_in_test7	P_5252	84.058	69	11	0	44	112	1	69	1.24e-36	120
my_test9_test3_in_test7	P_7599	84.058	69	11	0	44	112	1	69	1.71e-36	120
my_test9_test3_in_test7	P_7458	81.690	71	13	0	44	114	1	71	1.95e-36	120
my_test9_test3_in_test7	P_60	84.058	69	11	0	44	112	1	69	2.10e-36	120
my_test9_test3_in_test7	P_7916	81.690	71	13	0	44	114	406	476	3.19e-36	130
my_test9_test3_in_test7	P_2572	67.816	87	26	1	30	114	388	474	4.61e-36	129
my_test9_test3_in_test7	P_2766	81.429	70	13	0	45	114	1	70	7.70e-36	119
my_test9_test3_in_test7	P_2142	84.058	69	11	0	44	112	1	69	7.84e-36	119
my_test9_test3_in_test7	P_4471	82.609	69	12	0	46	114	1	69	9.95e-36	118
my_test9_test3_in_test7	P_2108	81.159	69	13	0	46	114	1	69	1.64e-35	117
my_test9_test3_in_test7	P_3832	67.816	87	26	1	30	114	73	159	2.94e-35	120
my_test9_test3_in_test7	P_1556	78.873	71	15	0	44	114	1	71	3.30e-35	117
my_test9_test3_in_test7	P_1217	83.824	68	11	0	45	112	1	68	5.07e-35	116
my_test9_test3_in_test7	P_3769	80.000	70	14	0	45	114	1	70	5.62e-35	116
my_test9_test3_in_test7	P_260	64.368	87	29	1	30	114	395	481	1.17e-34	125
my_test9_test3_in_test7	P_4068	70.588	85	23	1	30	112	396	480	1.42e-34	125
my_test9_test3_in_test7	P_1253	65.517	87	28	1	30	114	20	106	1.58e-34	116
my_test9_test3_in_test7	P_6074	70.588	85	23	1	30	112	393	477	1.59e-34	125
my_test9_test3_in_test7	P_3338	83.582	67	11	0	46	112	1	67	2.10e-34	115
my_test9_test3_in_test7	P_6874	69.412	85	24	1	30	112	393	477	2.16e-34	125
my_test9_test3_in_test7	P_2094	78.873	71	15	0	44	114	1	71	4.40e-34	114
my_test9_test3_in_test7	P_2842	81.159	69	13	0	44	112	409	477	5.65e-34	124
my_test9_test3_in_test7	P_5197	77.465	71	16	0	44	114	1	71	7.91e-34	113
my_test9_test3_in_test7	P_6273	69.048	84	24	1	30	111	396	479	9.80e-34	123
my_test9_test3_in_test7	P_648	67.059	85	26	1	30	112	391	475	1.79e-33	122
my_test9_test3_in_test7	P_187	77.465	71	16	0	44	114	1	71	1.90e-33	112
my_test9_test3_in_test7	P_311	77.465	71	16	0	44	114	1	71	2.55e-33	112
my_test9_test3_in_test7	P_6056	77.465	71	16	0	44	114	348	418	1.29e-32	120
my_test9_test3_in_test7	P_6706	65.882	85	27	1	30	112	393	477	1.44e-32	120
my_test9_test3_in_test7	P_2756	76.056	71	17	0	44	114	405	475	1.90e-32	119
my_test9_test3_in_test7	P_2327	76.056	71	17	0	44	114	404	474	2.43e-32	119
my_test9_test3_in_test7	P_4547	81.818	66	12	0	46	111	1	66	3.32e-32	109
my_test9_test3_in_test7	P_2370	62.195	82	31	0	30	111	392	473	8.46e-31	115
my_test9_test3_in_test7	P_1055	72.222	72	17	1	44	112	413	484	4.52e-30	113
my_test9_test3_in_test7	P_2792	72.222	72	17	1	44	112	413	484	5.04e-30	113
my_test9_test3_in_test7	P_5809	60.920	87	32	1	30	114	391	477	5.31e-30	113
my_test9_test3_in_test7	P_7397	63.529	85	29	1	30	112	390	474	1.31e-29	112
my_test9_test3_in_test7	P_3420	59.770	87	33	1	30	114	378	464	1.81e-29	111
my_test9_test3_in_test7	P_1937	66.216	74	22	1	44	114	411	484	3.04e-29	111
my_test9_test3_in_test7	P_4103	72.059	68	19	0	44	111	4	71	1.31e-28	100
my_test9_test3_in_test7	P_6704	60.714	84	31	1	30	111	396	479	3.30e-28	108
my_test9_test3_in_test7	P_7834	68.056	72	20	1	44	112	74	145	4.56e-28	101
my_test9_test3_in_test7	P_4412	60.227	88	32	2	30	114	228	315	6.17e-28	107
my_test9_test3_in_test7	P_5839	63.514	74	24	1	44	114	409	482	3.70e-27	105
my_test9_test3_in_test7	P_313	64.286	70	22	1	44	110	409	478	8.98e-27	104
my_test9_test3_in_test7	P_2987	78.947	57	12	0	56	112	1	57	9.27e-27	95.5
my_test9_test3_in_test7	P_6528	77.193	57	13	0	56	112	1	57	1.03e-26	95.1
my_test9_test3_in_test7	P_2461	65.278	72	22	1	44	112	84	155	1.15e-26	98.2
my_test9_test3_in_test7	P_4787	68.056	72	20	1	44	112	11	82	5.11e-26	94.0
my_test9_test3_in_test7	P_2606	65.333	75	22	2	44	114	412	486	2.84e-25	100
my_test9_test3_in_test7	P_5690	76.786	56	13	0	56	111	1	56	4.58e-25	90.9
my_test9_test3_in_test7	P_7865	63.333	60	22	0	55	114	3	62	1.16e-24	90.1
my_test9_test3_in_test7	P_6844	61.667	60	23	0	55	114	50	109	2.42e-24	90.9
my_test9_test3_in_test7	P_4947	70.000	70	17	2	44	109	413	482	2.44e-24	97.8
my_test9_test3_in_test7	P_7412	68.852	61	19	0	54	114	49	109	3.56e-24	90.1
my_test9_test3_in_test7	P_2925	61.667	60	23	0	55	114	3	62	3.99e-24	88.6
my_test9_test3_in_test7	P_1319	70.000	70	17	2	44	109	412	481	4.22e-24	97.1
my_test9_test3_in_test7	P_5875	62.667	75	24	2	44	114	414	488	4.37e-24	97.1
my_test9_test3_in_test7	P_5977	70.000	70	17	2	44	109	412	481	4.65e-24	97.1
my_test9_test3_in_test7	P_8225	43.396	159	55	7	15	138	191	349	5.75e-24	95.9
my_test9_test3_in_test7	P_5111	66.197	71	20	2	44	110	224	294	6.50e-24	95.9
my_test9_test3_in_test7	P_1502	64.384	73	22	2	44	112	224	296	7.55e-24	95.5
my_test9_test3_in_test7	P_219	67.213	61	20	0	54	114	49	109	8.00e-24	89.4
my_test9_test3_in_test7	P_1521	67.213	61	20	0	54	114	49	109	9.40e-24	89.4
my_test9_test3_in_test7	P_5946	68.571	70	18	2	44	109	412	481	1.04e-23	95.9
my_test9_test3_in_test7	P_860	61.667	60	23	0	55	114	4	63	1.23e-23	87.4
my_test9_test3_in_test7	P_3797	62.667	75	24	2	44	114	415	489	1.35e-23	95.5
my_test9_test3_in_test7	P_6238	62.667	75	24	2	44	114	415	489	1.59e-23	95.5
my_test9_test3_in_test7	P_3644	62.667	75	24	2	44	114	313	387	1.71e-23	95.1
my_test9_test3_in_test7	P_1958	58.333	60	25	0	55	114	3	62	1.95e-23	87.0
my_test9_test3_in_test7	P_8037	70.000	70	17	2	44	109	223	292	1.95e-23	94.4
my_test9_test3_in_test7	P_4903	61.333	75	25	2	44	114	416	490	2.03e-23	95.1
my_test9_test3_in_test7	P_2971	70.000	70	17	2	44	109	223	292	2.22e-23	94.4
my_test9_test3_in_test7	P_5064	61.333	75	25	2	44	114	413	487	2.45e-23	94.7
my_test9_test3_in_test7	P_1575	42.767	159	56	7	15	138	191	349	3.35e-23	94.0
my_test9_test3_in_test7	P_6849	61.667	60	23	0	55	114	3	62	3.54e-23	86.3
my_test9_test3_in_test7	P_5423	61.667	60	23	0	55	114	417	476	5.44e-23	93.6
my_test9_test3_in_test7	P_4332	68.571	70	18	2	44	109	412	481	6.31e-23	93.6
my_test9_test3_in_test7	P_771	61.644	73	24	2	44	112	410	482	7.77e-23	93.6
my_test9_test3_in_test7	P_6323	62.857	70	22	2	44	109	413	482	1.14e-22	93.2
my_test9_test3_in_test7	P_7136	56.000	75	29	2	44	114	419	493	1.57e-22	92.4
my_test9_test3_in_test7	P_957	56.000	75	29	2	44	114	412	486	1.77e-22	92.4
my_test9_test3_in_test7	P_5052	56.000	75	29	2	44	114	412	486	1.83e-22	92.4
my_test9_test3_in_test7	P_1265	57.627	59	25	0	56	114	51	109	2.20e-22	85.5
my_test9_test3_in_test7	P_7280	60.656	61	24	0	55	115	7	67	2.86e-22	84.0
my_test9_test3_in_test7	P_2130	65.672	67	20	1	49	112	16	82	3.48e-22	84.3
my_test9_test3_in_test7	P_5207	55.000	60	27	0	55	114	50	109	3.61e-22	85.1
my_test9_test3_in_test7	P_146	56.667	60	26	0	55	114	3	62	5.54e-22	83.2
my_test9_test3_in_test7	P_5892	67.143	70	19	2	44	109	20	89	5.61e-22	84.3
my_test9_test3_in_test7	P_1397	40.972	144	71	4	44	173	221	364	6.20e-22	90.1
my_test9_test3_in_test7	P_4708	58.667	75	27	2	44	114	412	486	6.39e-22	90.9
my_test9_test3_in_test7	P_1470	56.000	75	29	2	44	114	412	486	7.18e-22	90.9
my_test9_test3_in_test7	P_3436	59.722	72	26	1	44	112	412	483	7.59e-22	90.5
my_test9_test3_in_test7	P_4537	60.000	75	26	2	44	114	14	88	8.63e-22	85.9
my_test9_test3_in_test7	P_3270	40.876	137	73	4	44	174	23	157	1.44e-21	86.3
my_test9_test3_in_test7	P_4512	53.333	60	28	0	55	114	50	109	1.81e-21	84.0
my_test9_test3_in_test7	P_6709	54.237	59	27	0	56	114	51	109	2.55e-21	82.8
my_test9_test3_in_test7	P_6927	67.143	70	19	2	44	109	223	292	2.56e-21	88.6
my_test9_test3_in_test7	P_7126	56.000	75	29	2	44	114	416	490	2.66e-21	89.0
my_test9_test3_in_test7	P_4322	54.237	59	27	0	56	114	51	109	4.23e-21	82.4
my_test9_test3_in_test7	P_3861	52.542	59	28	0	56	114	5	63	4.79e-21	80.9
my_test9_test3_in_test7	P_5656	58.667	75	27	2	44	114	412	486	6.31e-21	87.8
my_test9_test3_in_test7	P_2753	54.667	75	30	2	44	114	411	485	6.32e-21	87.8
my_test9_test3_in_test7	P_4022	53.333	60	28	0	55	114	50	109	6.36e-21	82.0
my_test9_test3_in_test7	P_5568	53.333	75	31	2	44	114	411	485	6.83e-21	87.8
my_test9_test3_in_test7	P_2451	61.111	72	25	1	44	112	220	291	7.69e-21	85.9
